fund_short_name,fund_name,register_number,price_type,tag,strategy
稳博500指数增强多策略1号A类,稳博500指数增强多策略1号私募证券投资基金A类份额,LS211A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
图灵进取中证500指数增强1号,图灵进取中证500指数增强1号私募证券投资基金,SSU669,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
俊丹大象五号,俊丹大象五号私募证券投资基金,STH657,2,{'company': None},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '金融卖波'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
高维优选配置3号,高维优选配置3号私募证券投资基金,SR0184,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增,量价,中频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
蒙森朝海5号,蒙森朝海5号私募证券投资基金,SXW256,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': ''}}"
青琰合信八号,青琰合信八号私募证券投资基金,SASB30,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
固禾盈宝9号,固禾盈宝9号私募证券投资基金,SAPC82,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': 'ETF套利', 'strategy_three': '申赎套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '基金套利', 'strategy_three': 'ETF套利'}}"
固禾盈宝8号,固禾盈宝8号私募证券投资基金,SANZ45,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': 'ETF套利', 'strategy_three': '申赎套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '基金套利', 'strategy_three': 'ETF套利'}}"
信实2号,信实2号私募证券投资基金,SGS117,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '交易型'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
睿郡承非厚雪,睿郡承非厚雪私募证券投资基金,SGB714,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '价值成长,机构派'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
奇盛价值前瞻,奇盛价值前瞻私募证券投资基金,SNG851,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '其他,价值成长'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '价值型,成长型'}}"
朗海恒昇二号,朗海恒昇二号私募证券投资基金,SXA760,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
顽岩量化对冲专享3号,顽岩量化对冲专享3号私募证券投资基金,SXN324,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
守正用奇龙珠2号,守正用奇龙珠2号私募证券投资基金,SARZ37,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股,持仓分散'}}"
六妙星豪鑫3号A类,六妙星豪鑫3号私募证券投资基金A类份额,ASX73A,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '盘中板'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
久期云霄量化1号A类,久期云霄量化1号私募证券投资基金A类份额,AAH74A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
盘京天道3期,盘京天道3期私募证券投资基金,SCY279,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
盘京明晟1期,盘京明晟1期私募证券投资基金,SQL347,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
盛丰量化选股迎春1号,盛丰量化选股迎春1号私募证券投资基金,SXK132,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股'}}"
厚德智能交叉混合1号,厚德智能交叉混合1号私募证券投资基金,SNC685,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '', 'strategy_three': ''}}"
交叉智能-量化增强2号,交叉智能-量化增强2号私募证券投资基金,SZD351,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利'}}"
箐安高斯1号,箐安高斯1号私募证券投资基金,SZN546,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': ''}}"
箐安泰鸿,箐安泰鸿私募证券投资基金,STK862,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
君和九思套利4号,君和九思套利4号私募证券投资基金,SAJK43,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利,跨市场套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利,商品套利,跨市场套利'}}"
汇智晨星-晨优1号,汇智晨星-晨优1号私募证券投资基金,SXN430,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '时序'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
六妙星豪鑫3号,六妙星豪鑫3号私募证券投资基金,SASX73,2,"{'company': ['中波', '高波']}","{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
倍致金选1号B类,倍致金选1号私募证券投资基金B类份额,XW999B,2,{'company': ['中波']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '主观'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
千衍三涛30号,千衍三涛30号私募证券投资基金,SAKD25,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '中频,基本面'}}"
亦赋山海9号多策略,亦赋山海9号多策略私募证券投资基金,SATJ31,2,{'company': ['定制子层']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价,高频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '高频,量价,1000中性'}}"
智盈臻选2号,厦门信托-智盈臻选2号集合资金信托计划,ZXD20241111000000085X,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
千衍六贞3号B类,千衍六贞3号私募证券投资基金B类份额,AJR29B,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '股票期货复合', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
睿量量子9号,睿量量子9号私募证券投资基金,SZD411,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
日青木化思享1号,日青木化思享1号私募证券投资基金,SALB45,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '盘前板,主观'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
亿富亨添泽一号B类,亿富亨添泽一号私募证券投资基金B类份额,JM610B,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '主观,盘中板'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
信弘征程18号1期,信弘征程18号1期私募证券投资基金,SVD712,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '空气指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
立心-私募学院菁英353号,立心-私募学院菁英353号私募基金,SCJ476,2,{'company': ['交易型产品']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '交易型'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
君信泓远1号,君信泓远1号私募证券投资基金,SXZ254,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
睿量量子9号A类,睿量量子9号私募证券投资基金A类份额,ZD411A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
睿量原子1号A类,睿量原子1号私募证券投资基金A类份额,XG468A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
睿量光子1号A类,睿量光子1号私募证券投资基金A类份额,ZA093A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '2000指增', 'strategy_three': ''}}"
倍致金选1号,倍致金选1号私募证券投资基金,SXW999,2,{'company': ['中波']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '主观'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
澜熙险峰1号,澜熙险峰1号私募证券投资基金,SASX99,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
大树隽清绝对收益聚配1号,大树隽清绝对收益聚配1号私募证券投资基金,SAQF79,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
青琰琰石一号,青琰琰石一号私募证券投资基金,SXR052,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '股指套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '股指套利'}}"
睿量量子春晓1号A类,睿量量子春晓1号私募证券投资基金A类份额,ZT700A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '1000中性'}}"
国融鼎创-防守反击1号,国融鼎创-防守反击1号私募证券投资基金,SJM316,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '价值均衡'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '价值型,均衡型,港股'}}"
景上源1号,景上源1号私募证券投资基金,SK1242,2,{'company': ['中波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '黑色,产业对冲'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '产业对冲,黑色'}}"
尊和尊益3号,尊和尊益3号私募证券投资基金,SLW979,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增,量价,中频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
泰德量化对冲12号,泰德量化对冲12号私募证券投资基金,SZT086,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
盛丰量化选股1号,盛丰量化选股1号私募证券投资基金,SZB557,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '空气指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
凯读投资君怡3号,凯读投资君怡3号私募证券投资基金,SXA895,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
宽辅专享1号,宽辅专享1号私募证券投资基金,SB5590,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': '量化'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': '量化'}}"
盖亚青柯红橡中性1号,盖亚青柯红橡中性1号私募证券投资基金,SVK789,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
蝶威基本面量化1号,蝶威基本面量化1号私募证券投资基金,SNV133,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增,基本面'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
智领弦量1号,智领弦量1号私募证券投资基金,SQD051,2,{'company': ['中波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}}"
智领弦量3号,智领弦量3号私募证券投资基金,SQD915,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
钜融添宝20号,钜融添宝20号私募证券投资基金,SNF018,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '盘中板'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板,量化'}}"
交睿宏观配置5号,交睿宏观配置5号私募证券投资基金,SZY084,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
煦荣二号,煦荣二号私募证券投资基金,SZD838,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}}"
煦荣一号,煦荣一号私募基金,SR4788,2,{'company': None},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '期权套利'}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': ''}}"
和顿凯瑞5号,和顿凯瑞5号私募证券投资基金,SADV67,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
千衍六贞15号,千衍六贞15号私募证券投资基金,SADU30,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}}"
千衍六贞3号,千衍六贞3号私募证券投资基金,SAJR29,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
六妙星豪鑫主观2号,六妙星豪鑫主观2号私募证券投资基金,SQU767,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '强势股,盘中板'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板,强势股'}}"
华年进取2号C类,华年进取2号私募证券投资基金C类份额,ANC63C,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
亿富亨添泽一号,亿富亨添泽一号私募证券投资基金,SJM610,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
汇融中邮永安磐石8号,汇融中邮永安磐石8号私募证券投资基金,SXL268,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
兆天七彩云2号A类,兆天七彩云2号私募证券投资基金A类份额,XY667A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
华闻期货华睿稳盛FOF一号,华闻期货华睿稳盛FOF一号单一资产管理计划,STX801,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
华闻期货华睿稳健FOF一号,华闻期货华睿稳健FOF一号集合资产管理计划,SB9144,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
华凌轩哥六号,华凌轩哥六号单一资产管理计划,,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
亦赋山海6号多策略,亦赋山海6号多策略私募证券投资基金,SAHP67,2,"{'company': ['低波', 'SHZX']}","{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价,高频'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
开思港股通中国红利,开思港股通中国红利私募证券投资基金,SVK053,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '红利,港股'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '港股'}}"
坤望专享7号,坤望专享7号私募证券投资基金,SB1773,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
准锦至瞻一号A类,准锦至瞻一号私募证券投资基金A类份额,SG408A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
蝶威深度智能稳健11号,蝶威深度智能稳健11号私募证券投资基金,SAHR64,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '', 'strategy_three': ''}}"
华年进取2号B类,华年进取2号私募证券投资基金B类份额,ANC63B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
泰聚成长二期,泰聚成长二期私募证券投资基金,SVE760,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
物朴建瓴二号,物朴建瓴二号私募证券投资基金,SZM645,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '高频'}}"
艮岳鲲鹏1号,艮岳鲲鹏1号私募证券投资基金,STN403,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
艮岳枫木1号,艮岳枫木1号私募证券投资基金,SGA033,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
鸣石ETF尊享19号量化,鸣石ETF尊享19号量化私募证券投资基金,SABW32,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '基金套利', 'strategy_three': 'ETF套利'}}"
鸣石春天沪深300指数增强1号,鸣石春天沪深300指数增强1号私募投资基金,SS3397,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '300指增', 'strategy_three': ''}}"
鸣石广鸣中证1000指数增强1号1期,鸣石广鸣中证1000指数增强1号1期私募证券投资基金,SNK826,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': ''}}"
鸣石春天28号,鸣石春天28号私募证券投资基金,SJC016,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
坤望锦鲤专享5号,坤望锦鲤专享5号私募证券投资基金,SXQ097,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
时间序列安时1号,时间序列安时1号私募证券投资基金,SVY961,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
翔云50B类,翔云50私募投资基金B类份额,Y6829B,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股,主观'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '仓位择时,主观'}}"
财通证券资管财赢FOF1号,财通证券资管财赢FOF1号集合资产管理计划,SAJF59,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
贝得量化对冲1号,贝得量化对冲1号证券投资私募基金,SZV999,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
澜熙套利一号,澜熙套利一号私募证券投资基金,SSY534,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': 'ETF-T0,程序化'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
澜熙共富1号,澜熙共富1号私募证券投资基金,SZT163,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
混沌天成-澜熙稳健2号,混沌天成-澜熙稳健2号私募证券投资基金,SCQ459,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '基本面'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '基本面'}}"
澜熙星汉1号,澜熙星汉1号私募证券投资基金,SZS273,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
澜熙趋势先锋一号,澜熙趋势先锋私募证券投资基金一号,SSN411,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股,持仓集中'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股,持仓集中'}}"
裕丰惠达1号,裕丰惠达1号私募证券投资基金,SVC665,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '其他', 'strategy_two': '', 'strategy_three': ''}}"
智领思一毅鑫,智领思一毅鑫私募证券投资基金,SVC066,2,{'company': ['低波']},"{'company': {'strategy_one': '套利策略', 'strategy_two': 'ETF套利', 'strategy_three': '跨境ETF,手工,申赎套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '基金套利', 'strategy_three': ''}}"
嘉鸿星火2号,嘉鸿星火2号私募证券投资基金,SB9968,2,{'company': ['低波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '盘前板'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
和熙期权对冲1号,和熙期权对冲1号私募证券投资基金,SASJ96,2,{'company': None},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '期权套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}}"
蜂起全球宏观进取1号,蜂起全球宏观进取1号私募证券投资基金,SS7644,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
蜂起全球宏观稳健1号,蜂起全球宏观稳健1号私募证券投资基金,SJD802,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
博亿优福1号,厦门信托-博亿优福1号单一资金信托计划,,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
